

20

4  8  6 15 14 18 20  9  7  1 19  5 10 16 12  2  3 13 17 11


358

166 321 130 262 228 201  59  17 252 292
 78 192 326 170 218 284  62 250 136 213
319 318 201 309 240   7 241 269  60 211
 51  55 135 227 234 278  90 196 190  97
 26 333   6  24  75 168 173  73  63 291
176 313  76 156 341 255  86 153  43  66
263  68 242 232 110 222 279 100 209  89
282 337  57 241 315  29 142  28  10  53
 18 316 336 344 294  42 149 293  13 226
134 201 183 276 245  15 207  49 146  94
 61 221 330 117 351  50 115   5 268 243
320 126 271 233 308 197 104 112 140 172
109 114 277 246 190 290 273 298  33 340
231 215 235 223 302 338 346 334 343  35
238  74 259  72  87 258 285 187  37  21
354 119 189 188 301 322 348 127 241 141
 36 144 360  83 121   2 331 102 339  64
105  25 174 193 103  34 163 210 254 260
347  67 274 118 194 297 342 229 182  12
200 355 310 329 202  71  39 203 345 148
 85  96 220  81 139 175 199   1  32   4
357 150 137  79 307 244  80 237  58 157
358 270 164 155 116 124 106 108 162 350
299  47 190  16 165  99 195 180 158 129
 70 327  95 138 181  38  84  19  92  98
280 190 186 253 132 256 128 236 323 214
206 295 216 219 123  82 145 201 311 184
190  20 107 359 257 212 179 288 230  65
 77  40 306 101 249 272  91 147 159 185
251 120 225 281 300 161  27 312 247  41
171 125  44 201  22  23 239 264  46  45
335 131 152 160   3 113 289 191 305 314
324 325  56  52 143 332 317 177  69 154
224 352 353 217 111 178 248 133   9 349
275 296 304  31  48 167 205 283 356 190
261  14 286  30  88  11 204 208


1162

1112  609  256  184  438 1138  390  649  814  122
  92  371  121  665  676  838  949  564  654  238
 112  881  714  399  847  566  289  365  687  446
 606   43  243  152   90  548   27  472  694   45
1027  809 1029 1028  924 1096  621  392  796 1005
 712 1053  361  725  667  962  835  459  787  885
 372  986  994  828  157  134 1010  380  126  935
1090  479  327  677 1103  294  179   76  732  719
 680  596  505  501  909  892  573 1107 1001   38
 752  499   86  347  330  370  886  260  815  541
 536 1059  917  969   66  154  773  391  944   60
 646  408  287  841  577 1128 1041  273 1093   69
1133  312  549  200  171  780  940  105 1126  313
   8   51  599  920  296    7  252  394  750 1054
1066  114  423  956  206  326  846  817  316  424
 528   53  927  291  741  973 1099   91  575  942
 410  574  248   46  350  839  733  709  527  948
 699  484   68  382  413  610  401  554  215 1076
 798   26  837   81  778  266  951  526  858 1068
 713  209  913  746  301  756  848  149  739  269
 836   50  853  806  594  497  250  118  813  552
 716  777  833  727 1032  274  795  492  232 1075
 910 1136  237  771  907   54  333  896   48 1034
 358  328  436  755  608  299 1131 1077  108  627
 285  943  167 1149   61  788  671  868 1002  985
 450  176  921 1000  585  264  437  349  705  164
 657 1020  483  560  504  637 1036  363  922   28
1008  383  995  966  812  321   96 1125  405   12
 242  425  543  689  736  772  882  529  525  983
 400  452  253   10  481  523  829  230  473  918
 955   21  103  279  311  440 1047  419  487 1109
 967  902  726  767  623  276  236  662  550  258
 133  673  161   70  770  451  341  905  282    4
 663 1117  652 1078  211  914 1146  682  461  398
 724  170  185  651  485  286  387 1098  711  701
 875  241  872  754  734 1081  587  216 1091  898
 926 1151  463  870 1056  793  462  359  469  344
 117  748  884  702  551 1159   65  293  647  588
1145  376  820  993  556  329  538   23  644  950
 628 1048  271  217  475  842  339  831  666  386
1135   49  827   62  416  366 1110 1007  639  850
 516  193  600  785 1022  852  317  879 1116  191
 464  871  205  421  534  288  878  876  938  143
 803  998  195  946 1069  569  976  581 1137  915
  74  678  110  786  799  619   32  932  824  800
 590  324  832  272  127  212  834   93  297   44
 632 1021  177  975  763  546   80  139 1025   72
 283  821  494  753  517  597  305  231  409 1142
 101 1061  144 1067  544   95   42  150 1122  239
 757  104  681  925  603 1102  186  222  426  318
 508  466  629  859 1134  743  430  919  155  638
 393  244  790  769  578  611  607  559  774  843
 281 1139  894  958 1050  571  816   88  537  758
1113  524 1057  854  861  931 1003  620 1015  570
  19  428  146  414   31  688  617  972  138  378
 532  783  135 1129   75  533  496   82  309  442
 113  204  579 1042  634 1074  708   78 1083  107
 509  322  928  937  981  482  165  720 1009  675
 635  147  406  672 1140  420  478  562 1085 1064
 411  747   17 1013  776 1105   99  221   64 1094
 830  111 1051  614  728  568   20  563 1157  493
 190  429  489  730  762  234  106  443  866  650
1088  160 1124  246  686  137  208 1156  197  782
 851  751  314  434  257  982  641  735  558  334
 987  811  298  779  340  591  432  759  292  737
 159 1012  261    2  280  952   84  643  415  760
 625   35  441   77  954  199  781 1030  444 1141
 278  615  869 1150  457  342  225  500  865  595
 959 1040  213   36  210 1118    5  364 1100 1155
 860  690 1130  670  857  454 1095  674  181  906
 912 1060  335  717 1097  965  797   34  189 1115
1154  284 1111  458  557 1004  102  228  486   98
 468  873  960  407   25  749  145  183   11  589
 480  488  175  980  412  729  964 1161  622  435
 661  373  249  804  368 1148  697   16  172  877
 153  351  660  784  310  840  974  740   63  535
 704  520  356  978  304  933  540 1106  908  418
1065  888  605 1055  996  148  601  474  624  445
1024  901  275  124  471  433  214  893   87 1018
  73  352  945  530  203  470  367   39  229  656
 826  518  354  377 1035  805   18 1120  163  593
1044  655  636  845  990  961  198   94 1063  953
  41  498  422  519  874  775  642  979 1152  510
 855  455  761  862  332  460  417  315  240  664
 125  353   22  565 1011   59  514 1132  653    6
 374   79  991  119 1062 1114  863  631 1014 1043
 825  584 1080  156 1086  941    9  345  626  270
